State,County_FIPS,Nearby_Station_Identifiers_(USAF_WBAN),County_Name
KY,21229,72044599999|72044699999|720448144|72044899999|72045199999|720455145|72422093820|72423093821|72423353841|72423399999|72423513810|72423599999|72424013807|72424099999|99999963838|99999993820|99999993821,Washington County
CO,8099,72463099999|7246363013|72463699999|7246463028|72464699999|9999993078|9999993086,Prowers County
MO,29115,72048299999|72445514938|72445599999|72446453916|72446499999|72540099999|99999913301|99999913982|99999914938,Linn County
TX,48379,72029153970|72029199999|72104399999|721044448|72204253978|72204299999|72236293937|72236299999|72244813972|72244899999|72248953911|72248999999|72258813926|72258899999|999999447|99999913972,Rains County
OK,40107,72035753993|72035799999|72035923902|720561467|72204453930|72204499999|72209953936|72209999999|72216453949|72216499999|72218793911|72218799999|72356453908|72356499999,Okfuskee County
MS,28111,72077699999|72097599999|72234713833|72234799999|72234853808|72234899999|74759013833,Perry County
IA,19037,7202934989|72029399999|72546314966|72546399999|7254764916|72547699999|72548094910|7254884955|72548899999|99999994910,Chickasaw County
VA,51037,72307899999|72401513726|72401599999|7240173707|72401799999|72410013733|72410613728|72410699999|72411893797|72411899999|99999913726|99999913728|99999913733,Charlotte County
UT,49029,72056599999|72056724180|72479699999|72572024127|72572399999|72575024126|72575099999|72575524101|72575599999|9999994133|99999924101|99999924120|99999924126|99999953167|A000284116,Morgan County
TX,48507,720742270|72074299999|72220212985|72220299999|72252612947|72253312962|72258699999|74915599999|99999912947,Zavala County
IN,18009,7243854828|72438599999|72438754807|72438799999|72533014827|72533499999|72533594833|72533599999|72533694895|72533699999|74421494852|74421499999|99999914827,Blackford County
FL,12037,720964338|72214093805|72220012832|72220099999|72224099999|72473999999|74775013846|74775099999|74775699999|99404599999|99408699999|99436099999|99482099999|99799299999|99999912832|99999993805,Franklin County
WA,53059,72698824219|72791894298|72791899999|72792424223|72792499999|99999924219|99999924223|99999924238,Skamania County
MN,27023,72036754927|72036799999|720386125|72038699999|7220334999|72203399999|7221684960|72216899999|72225254923|72646654917|72646699999|72654399999|7265474931|72654799999|7265534951|72655399999|72655614992|72655699999|72655994976|72655999999|7265654948|72656599999|72657614928|72657699999|7274664918|72746699999|72750754904|72750799999|7275154982|72751599999|99999914928,Chippewa County
MO,29063,72047599999|721045354|72104599999|7244603947|72446453916|72446499999|72449013993|72449099999|72540099999|9999993947|99999913982|99999913993,DeKalb County
KS,20115,72043299999|7245043974|72450499999|72450613986|72450699999|72450953939|72450999999|72455613989|72455699999|7245863919|72458613922|74909499999|9999993877|9999993919|99999913986|99999913989|99999913998,Marion County
VA,51131,7202973730|72029799999|720499154|72307513769|72307699999|72307799999|72308013737|72308513750|72308693741|72308699999|72308793735|72308799999|72308899999|72308913755|72402093739|72402099999|72402493739|72402599999|7240263716|72402699999|72402799999|72402899999|72404999999|72517213762|74598013702|74598099999|99235099999|99371199999|99402099999|99729999999|99730599999|99730899999|99731399999|99731599999|99737199999|99769199999|99769399999|99770899999|99778299999|99778399999|99778699999|99785299999|99801799999|99824599999|9999993739|99999913737|99999913742|99999913750|99999913755|99999913762|99999913769|99999993731|99999993735|99999993739,Northampton County
GA,13281,72040999999|72218553838|72218599999|725258382,Towns County
WY,56003,72051999999|720969341|72096999999|72666524062|72666599999|72666724048|72666799999,Big Horn County
MI,26085,72034054818|72034099999|720415140|72041599999|72541614864|72541699999|7263644883|72636499999|72636599999|72636799999|72638414817|72638499999|72638594894|72638599999|72638699999|99726199999|99780299999|99840599999|99999914817,Lake County
MT,30089,72779599999|72783699999|99999924159,Sanders County
IA,19119,7254844942|72548499999|7254894959|72548999999|7254954975|72549599999,Lyon County
NC,37187,69020099999|69021099999|69022099999|72093699999|72304613766|72304699999|72306513783|72306599999|72307013786|7230743703|72307499999|72307993796|72307999999|7469253741|74692599999|74694313786|74694399999|74695099999|74907199999|74907299999|99999913766|99999913774|99999913786,Washington County
GA,13149,720674249|720714252|720966339|72215099999|72217653884|72217699999|72219013874|7221953888|72219599999|72219753819|72219799999|7478073821|74780799999|74901199999|99999913874,Heard County
ID,16081,7203694135|72578524145|72681894194|99999924145,Teton County
TN,47087,7232503847|7232653847|723274372|72327499999|74908399999|9999993847|99999963855|99999993803,Jackson County
TX,48475,7221693058|72216999999|72261823091|72261899999|72265423091|72265499999|72265623040|74916099999|74916199999|9999993047,Ward County
TX,48031,72011053983|72011099999|72032393947|72032399999|720542166|72054299999|720639225|72073399999|72241612971|72253712961|72253799999|72253912979|72253999999|72254013904|72254013958|7225423999|72254299999|72254413958|72254513904|72254599999|72254612910|74901899999|74905699999|99999912910|99999913904|99999913958|99999923907|99999993947,Blanco County
MO,29011,720479149|72349099999|72349513987|99999913987|99999923908,Barton County
ID,16073,72681524106|72681599999|74413099999,Owyhee County
TN,47039,7233463811|9999993811,Decatur County
UT,49023,72472599999|72479599999|72581499999|72581699999|74003024103|74003099999|9999994134|99999923162|99999953165|A0001823162,Juab County
WV,54023,7241653725|72416599999|72417013729|9999993733|99999913729|99999913738|A000313725,Grant County
MT,30017,72667524037|74230024037|99999924037,Custer County
IL,17123,7201414868|72014199999|7221494899|72214999999|7221714889|72217199999|72439754831|72439799999|72532014842|72532514816|72532599999|74460099999|99999914816|99999914842|A000174868,Marshall County
IA,19165,7220974936|72209799999|72545314930|72545399999|7254684910|72546899999|7254774917|72547799999|7254944966|72549499999|7254974908|72549799999|72549894998|72549899999|72553099999|72593999999|74911399999,Shelby County
AR,5041,72017553919|72341793988|72341799999|72342453919|72342499999|99999993988,Desha County
ND,38071,720858285|72086299999|72757299999|72757394928|72757399999|72758099999,Ramsey County
NC,37073,69022099999|72212199999|72307013786|7230743703|72307499999|72307993796|72307999999|7236263737|72362693044|72362699999|74694313786|74694399999|74907199999|74907299999|99371199999|99729999999|99730599999|99999913774|99999913786,Gates County
OR,41049,72688024155|7268834113|72688399999|99999924155,Morrow County
KY,21159,720458476|72046499999|72413199999|72413399999|7241903889|7242363889,Martin County
MO,29139,720169116|72048499999|7243453966|7244503945|7244583963|72445899999|9999993945|99999913983|99999913992,Montgomery County
VA,51081,7202783704|72027899999|720498153|72077799999|72308313763|72308399999|72401493714|72401499999|72401513726|72401599999|72401993773|72401999999|72411893797|72411899999|99999913726|99999913763,Greensville County
IL,17185,72031963841|72031999999|72033063853|72033099999|72207463840|72207499999|72534213809|72534299999|74465653891|74465699999|74465853889|74465899999|74465953822|74465999999|74907599999,Wabash County
CO,8105,720539165|7221013039|72210199999|7223333069|72233399999|72462023061|9999993079|9999993084|99999923061,Rio Grande County
IA,19035,72034454920|72034499999|7254844942|72548499999|7254894959|72548999999|7254954975|72549599999|7254964976|72549699999|72557014943|72650014972|72650099999|99999914943,Cherokee County
MN,27033,72036854924|72234254931|72234299999|72655454906|72655499999|72655614992|72655699999|72655994976|72655999999|7265674980|72656799999|72658694948|72658699999|72658794927|72658799999|7265934946|72659399999|7275064952|72750699999,Cottonwood County
OK,40103,72035753993|72035799999|720625212|72353513909|72353599999|72353653986|72353699999|72353753913|72353799999|7235453965|72354599999|72354613969|72453013969|99999953926|99999953927,Noble County
MA,25019,72505599999|72505799999|72506014704|72506014756|72506114704|72506114756|72506314756|72506399999|72506694724|72506699999|72506794720|72506799999|72506994624|72506999999|72606999999|74494099999|99404699999|99634099999|99727499999|99801499999|99999914658,Nantucket County
VA,51183,7202783704|72027899999|7202853734|72028599999|7202973730|72029799999|720498153|720499154|72077799999|72308313763|72308399999|72308693741|72308699999|72308793735|72308799999|7240073719|72400799999|72401013740|72401493714|72401499999|72401513726|72401599999|72401993773|72401999999|72411893797|72411899999|99731599999|99778299999|99778699999|99785299999|99801799999|99999913726|99999913740|99999913763|99999993735,Sussex County
TX,48131,72026912982|72026999999|72233812994|72233899999|72251612928|72251712932|72251799999|72251812974|72251899999|99999912928,Duval County
GA,13235,72030099999|720948328|720962337|72096299999|721033350|7221703813|72217513860|72217599999|72221763881|72221799999|74949699999|9999993813,Pulaski County
MS,28065,72077699999|720932317|72097599999|72234713833|72234799999|72234853808|72234899999|72235893919|74759013833|99999993919,Jefferson Davis County
MT,30027,72099699999|72099799999|72099899999|72100699999|72100799999|72100899999|72100999999|72677624036|74918299999|99999924036,Fergus County
NC,37043,72025963844|72025999999|72217763811|72217799999|72304899999|A0000363844,Clay County
GA,13005,720392128|72039299999|720671248|72067199999|721033350|721035352|72206263842|72206299999|72213013861|72213099999|72213463822|72213499999|72213513870|72316013870|99999913870,Bacon County
LA,22065,72225353992|72248613942|7224883996|72248899999|99999913942,Madison Parish
IA,19115,7203094947|72030999999|72542014931|7254544903|72545499999|72545514931|72546214937|72546299999|7254834930|72548399999|7254874950|72548799999|7264984925|72649899999|74455094982|99999914931|99999914937,Louisa County
MN,27121,72036754927|72036799999|720386125|72038699999|72058299999|72058599999|72065899999|72646654917|72646699999|72654399999|7265474931|72654799999|7265534951|72655399999|72655714910|7265654948|72656599999|72657614928|72657699999|72750754904|72750799999|99999914910|99999914928|A07357182,Pope County
MI,26071,72743794893|72743799999,Iron County
MT,30083,72667624087|72667699999|72768794028|72768799999|99999994060,Richland County
MT,30085,72768694017|72768699999|99999994059|99999994060,Roosevelt County
ID,16085,72578894182|72578899999|72586494182,Valley County
NC,37005,72219863819|72219899999|72314653892|72314699999|72316563821|72316599999|72317763807|72317799999,Alleghany County
OK,40149,72035463901|72035613999|7205583977|722368364|72236899999|72352013902|72352099999|72352593986|7235263932|72352699999|99999913902|99999913999|99999993986,Washita County
OK,40127,720559172|72205153932|72205199999|72341099999|72356693950|72375953990|72375999999,Pushmataha County
OK,40069,72204453930|72204499999|72205153932|72205199999|72217353951|72217399999|72352953929|72352999999|72355593940|72355599999|74251353937|74251399999|99999913965|99999993902|A0000453929,Johnston County
KY,21087,72037963882|72044599999|72044699999|720448144|72044899999|72045199999|722322361|72232299999|72424013807|72424099999|99999963849,Green County
NM,35051,72269799999|72271093045|72271099999|74733099999|74916499999|9999993074|99999993045,Sierra County
VA,51057,7202853734|72028599999|7203173735|72031799999|720498153|720501155|72050199999|72308493775|72308499999|72308899999|72401013740|72402993775|72402999999|7240333706|72403399999|72403513773|72404899999|72404999999|99729899999|99730499999|99801799999|99999913740|99999913742|99999913760|99999913773,Essex County
LA,22123,72225353992|72248613942|7224883996|72248899999|99999913942|99999953961,West Carroll Parish
TN,47169,72327013897|72327199999|72327313827|72327399999|723274372|72327499999|74908399999|99999913897|99999993803,Trousdale County
MN,27165,72655454906|72655499999|72655614992|72655699999|7265674980|72656799999|72658514954|72658599999|72658694948|72658699999|7265934946|72659399999|7275064952|72750699999,Watonwan County
KY,21187,72421093814|72422093820|72423353841|72423399999|72423513810|72423599999|99999963838|99999993814|99999993820,Owen County
NE,31013,72563524044|72563599999|72563624017|72563699999|72566024028|99999924017|99999924028|99999994077,Box Butte County
GA,13043,69270499999|72030163846|72030199999|720951330|721035352|7220903875|72209099999|72213463822|72213499999|722691366|72269199999|74780563818|74780599999,Candler County
AR,5011,72017553919|72341993992|72342453919|72342499999|723425373|72342599999|99999993992,Bradley County
NE,31041,72552494958|72552499999|72552899999|72555199999|72555594946|72555599999|72562414994|72562499999|72563499999|99999914994,Custer County
IL,17035,72031963841|72031999999|72217263810|72217299999|72531753802|72531799999|72534213809|72534299999|74465853889|74465899999|74465953822|74465999999|74466199999|74907599999|99999993816,Cumberland County
MI,26097,69026099999|7203214893|72032199999|7221454884|72214599999|7221864892|72218699999|72638899999|7263944874|72639499999|72734014847|7273444869|72734499999|72734514847|72734599999|72734699999|72734714841|72734899999|72734999999|72737799999|72743554820|72743599999|99406199999|99406699999|99726599999|99726699999|99726899999|99769799999|99779399999|99798299999|99820399999|99825599999|99999914841|99999994824,Mackinac County
TX,48159,72030253963|72031153962|72031199999|72204253978|72204299999|72211253982|72211299999|72236293937|72236299999|72258793955|72258799999|72258813926|72258899999,Franklin County
WA,53043,69148499999|72782724110|72782799999|72785024157|72785524114|72785599999|72786099999|9999994136|99999924157,Lincoln County
IN,18155,69264499999|74468099999|74907499999|74907699999,Switzerland County
NE,31145,72562594040|72562599999|99999924020|99999994070,Red Willow County
AR,5109,72017253996|72017299999|720394428|72039499999|7234153962|72341599999|72343553921|72343599999|74331253925|74331299999|74910099999|999999100|99999953921,Pike County
IA,19081,72064354940|72064399999|72233154941|72233199999|7254574904|72545799999|7254584907|72545899999|7254784920|72547899999|72548514940|72549094933|72549099999|99999914940,Hancock County
IA,19077,72041254943|72041299999|7220974936|72209799999|72545314930|72545399999|72546014933|7254664938|72546699999|7254684910|72546899999|7254744915|72547499999|7254774917|72547799999|7254864906|72548699999|72549894998|72549899999|74911399999|99999914933,Guthrie County
AL,1037,72026563833|72026599999|72050499999|72050799999|72050899999|72226013895|72226513821|72226599999|72228899999|72230053864|72230099999|72637899999|74907399999|74908999999|9999993883|99999913895|99999963891|99999973803,Coosa County
KY,21041,72421093814|72423093821|72423353841|72423399999|72423513810|72423599999|99999963838|99999993814|99999993821,Carroll County
MT,30009,72677024033|99999924033,Carbon County
VA,51103,7202853734|72028599999|7202973730|72029799999|720501155|72050199999|72308693741|72308699999|72308793735|72308799999|72308899999|72401013740|72402599999|7240263716|72402699999|72402799999|72402899999|72404899999|72404999999|74598013702|74598099999|99729899999|99730499999|99730899999|99731399999|99731599999|99737199999|99770899999|99778399999|99778699999|99785299999|99801799999|9999993739|99999913740|99999913742|99999993735,Lancaster County
NE,31037,720942323|72224154925|72224199999|72552794978|72552799999|72556014941|7255644924|72556499999|72556594951|72556599999|72558099999|99999914941,Colfax County
GA,13109,69270499999|72030163846|72030199999|720671248|72067199999|720951330|721035352|7220703822|7220903875|72209099999|72213463822|72213499999|722691366|72269199999|74780413824|74780499999|74780563818|74780599999|9999993822|99999913853,Evans County
NC,37029,69021099999|69022099999|69025099999|7202823736|72028299999|72103799999|72212199999|72304613766|72304699999|72307013786|7230743703|72307499999|72307699999|7236263737|72362693044|72362699999|74694313786|74694399999|74907199999|74907299999|99235099999|99277099999|99371199999|99402099999|99461099999|99729999999|99730599999|99769199999|99820999999|99999913766|99999913774|99999913786,Camden County
VA,51119,7202853734|72028599999|7202973730|72029799999|720501155|72050199999|72308493775|72308499999|72308693741|72308699999|72308793735|72308799999|72308899999|72401013740|72402599999|7240263716|72402699999|72402899999|72402993775|72402999999|72404999999|74598013702|74598099999|99371199999|99729899999|99730499999|99730899999|99731399999|99731599999|99737199999|99770899999|99778299999|99778399999|99778699999|99785299999|99801799999|99824599999|9999993739|99999913740|99999913742|99999913750|99999993731|99999993735,Middlesex County
ND,38099,720855283|72086299999|720865291|722857368|72757014916|72757099999|72757594925|72757599999|72757614916|99999914916|99999914924|99999994925,Walsh County
KY,21171,72037963882|72044599999|722322361|72232299999|74671693808|99999963849|99999993808,Monroe County
ND,38003,720911301|72094799999|72753514919|99999914919|A07141327,Barnes County
IA,19131,72064354940|72546314966|72546399999|72548514940|99999914940,Mitchell County
IN,18025,720903441|72436553896|72436599999|99999963898,Crawford County
MN,27075,7274444979|72744499999|72744699999|72745994964|72745999999|7275564905|72755699999|99773799999,Lake County
MS,28103,72070853849|720769275|72076999999|72234499999|7223453866|72330613825|72330699999|72330753893|72330799999|9999993866|99999913825,Noxubee County
MO,29149,72348099999|72348453901|72348499999|72434399999,Oregon County
AL,1131,72036263874|72226613850|72226699999|72227653820|72227699999|99999913885|99999923802|99999963858|99999963897,Wilcox County
GA,13173,720392128|72039299999|720712250|720738267|721033350|72206263842|72206299999|72213013861|72213099999|72213513870|72214753817|72214799999|72216693845|72216699999|72316013870|74781013857|74781099999|74908899999|99999913870|99999993845,Lanier County
IA,19189,72064354940|72064399999|7254574904|72545799999|7254584907|72545899999|72548514940|99999914940,Winnebago County
TX,48403,72029653945|72029699999,Sabine County
GA,13053,720948328|72095999999|72218499999|72225013829|72225099999|72225593842|7478073821|74780799999|74901199999|9999993874|99999913829|99999993842,Chattahoochee County
TX,48077,72026153976|72026199999|72040399999|720404134|72040499999|72062299999|72351013966|72351399999|99999913966|A05735209,Clay County
AR,5017,72017553919|72342453919|72342499999,Chicot County
MI,26001,72639094849|72639514808|72639599999|72639799999|72639899999|99406399999|99406499999|99406599999|99497999999|99707999999|99735999999|99999914808|99999914814|99999994849,Alcona County
ND,38061,720863289|720909300|72101599999|72101699999|72101799999|72101899999|72101999999|72102199999|72102299999|72102399999|72102499999|72765099999|72767594011|72767599999,Mountrail County
AR,5105,7234003952|72340099999|72340113963|72340313963|7234053930|72340599999|7234153962|72341599999|72342953920|72342999999|72343553921|72343599999|99999913963|99999953921,Perry County
SD,46109,72051199999|72651994993|72651999999|72753499999,Roberts County
SD,46121,72091899999|72651894990|72651899999,Todd County
SD,46019,726605386|72660599999|72660699999|72661099999|72662794037|72662799999|99999994081,Butte County
TX,48399,69019013910|69019099999|720771276|72096513910|72263023034|72266013962|72266513910|9999993072|99999913910|99999923017,Runnels County
AR,5127,69050099999|72017253996|72017299999|72341099999|72343553921|72343599999|72344013964|99999953921,Scott County
MO,29173,720476455|72048299999|72048499999|99999913992,Ralls County
OK,40105,72025599999|72209153940|72209199999|72356013968|7235653959|72356599999|72356799999,Nowata County
OK,40077,720627214|72213353946|72213399999|72217853953|72217899999|72341099999|72356693950,Latimer County
TX,48127,720742270|72074299999|72252612947|99999912947,Dimmit County
LA,22091,720967457|721046460|72104699999|7223123908|72231299999|72231713970|72232013970|99476099999|999999460|99999913970,St. Helena Parish
GA,13099,72025763835|72025799999|72026853882|72026899999|72216013869|72216099999|74907899999|99999913815|99999913869|99999953882|99999963828|99999963829,Early County
KY,21053,72037963882|72044599999|722322361|72232299999|72435463815|72435499999,Clinton County
AL,1011,72036363872|72226013895|72226513821|72226599999|7222673878|72226799999|7222843892|72228499999|72228899999|74907399999|74908999999|9999993878|99999913895|99999923801|99999973802,Bullock County
IN,18101,720903441|72436553896|72436599999|7243753893|72437599999|99999963898,Martin County
IA,19107,7203094947|72030999999|7203124964|72031299999|72035154919|72035199999|72529214976|72545014990|7254544903|72545499999|72546214937|72546299999|7254644977|72546499999|72546514950|7254934962|72549399999|7264984925|72649899999|99999914937|99999914948|99999914950,Keokuk County
MO,29093,72445493996|72445499999|99999993996,Iron County
ID,16087,72578894182|72578899999|72586494182,Washington County
OK,40085,72352953929|72352999999|72355593940|72355599999|74251353937|74251399999|99999913965|99999993902|A0000453929,Love County
NE,31089,7255664957|72556699999|72652099999,Holt County
KS,20131,,Nemaha County
UT,49015,72470093141|72470099999|72473323170|72473523170|72473599999|72477199999|72477393132|72477399999|72570699999|99999923170|99999993132,Emery County
IA,19069,72064354940|72064399999|72233154941|72233199999|7254584907|72545899999|72546194988|72546199999|72546314966|72546399999|7254784920|72547899999|72548094910|72548514940|72549094933|72549099999|99999914940|99999994910,Franklin County
KY,21131,72035363875|72035399999|72045799999|72046599999|72095899999|7232913849|7232933849|7241903889|7242363889|7242433849|9999993814|9999993849|A06773334,Leslie County
KY,21169,72037963882|72044599999|722322361|72232299999|74671693808|99999963849|99999993808,Metcalfe County
MO,29089,72048299999|72048399999|72048499999|720869295|7244503945|7244533994|72445399999|7244583963|72445899999|9999993945|99999913983|99999913991,Howard County
IA,19137,7220974936|72209799999|72545314930|72545399999|7254674973|72546799999|7254744915|72547499999|7254794937|72547999999|7254944966|72549499999|7254974908|72549799999|72549894998|72549899999|72593999999|74911399999,Montgomery County
CO,8125,720537163|72093499999|72469824015|72469899999|9999993083|99999924015|99999994092,Yuma County
AK,2180,70199526628|70199599999|70200499999|74922599999|74922899999,Nome Census Area
TX,48315,72031153962|72031199999|72080699999|720943431|72211253982|72211299999|7224473901|7224703901|72247099999|9999993901,Marion County
MS,28015,72235913978|74758013978|74907999999|99999913978,Carroll County
LA,22021,72225153958|72225353992|72248613942|72248713935|99999913935|99999913942,Caldwell Parish
MS,28097,720769275|72076999999|72234499999|72235913978|74758013978|74907999999|99999913978,Montgomery County
AL,1085,72036263874|72226013895|72226513821|72226599999|72226613850|72226699999|7222673878|72226799999|74907399999|9999993878|99999913895|99999923801|99999963858|99999963891|99999963897|99999973802,Lowndes County
TX,48357,7203133052|7203153045|72031599999|720626213|72062699999|72263793046|72263799999,Ochiltree County
MO,29111,720476455|72445514938|72445599999|99999914938,Lewis County
MO,29079,72446453916|72446499999|72540099999|99999913301|99999913982,Grundy County
MN,27063,72036854924|72234254931|72234299999|72655454906|72655499999|72658694948|72658699999|72658794927|72658799999|7265934946|72659399999|7275064952|72750699999,Jackson County
VA,51049,720498153|72308493775|72308499999|7231143715|72311499999|72401493714|72401499999|72401513726|72401599999|72401693736|72401699999|7240173707|72401799999|72402993775|72402999999|9999993759|99999913726|99999913732|99999993736,Cumberland County
WY,56035,72034594086|72034599999|72577199999|72671024164|72671099999,Sublette County
MS,28069,72070853849|720769275|72076999999|72234013865|72234499999|7223453866|72330753893|72330799999|9999993866|99999913865|99999963831,Kemper County
MS,28143,720927314|72216513815|72216563808|72216599999|72236423903,Tunica County
GA,13317,72026363834|72026399999|72028963836|72028999999|72029453898|72029499999|72034763877|72034799999|72218113837|72218199999|72311013873|74908199999|99820599999|99999913873|99999963850,Wilkes County
MN,27173,720386125|72038699999|7220334999|72203399999|7221684960|72216899999|72225254923|72234254931|72234299999|72646654917|72646699999|7265534951|72655399999|72655614992|72655699999|72655994976|72655999999|72657614928|72657699999|7274664918|72746699999|72750754904|72750799999|7275154982|72751599999|99999914928,Yellow Medicine County
MN,27149,72058599999|72646654917|72646699999|72654399999|7265474931|72654799999|7265534951|72655399999|72655714910|7265654948|72656599999|72657294966|7274664918|72746699999|72750754904|72750799999|7275154982|72751599999|7275334922|72753399999|99999914910|A07357182,Stevens County
WV,54085,72032863832|72032899999|72036663879|72036699999|7241753802|72417599999|7242713804|7242733804|99999913867|A0001263879,Ritchie County
MS,28155,720769275|72076999999|72234499999|72235913978|72330613825|72330699999|72330753893|72330799999|746941389|74758013978|74907999999|99999913825|99999913978,Webster County
GA,13167,72030099999|72034863886|72034899999|720951330|720962337|72096299999|72213463822|72213499999|72221763881|72221799999,Johnson County
KS,20117,72281953989|72455099999|7245553936|72455599999|99999953974,Marshall County
IA,19161,72034454920|72034499999|7254684910|72546899999|7254774917|72547799999|72549094933|72549099999|7254964976|72549699999|72549894998|72549899999,Sac County
UT,49019,72477199999|72477393132|72477399999|72477693075|72477699999|99999993132,Grand County
KS,20107,72033899999|72200599999|7244683967|72446899999|72447593909|72447599999|99999993909,Linn County
IA,19025,72041254943|72041299999|7254684910|72546899999|7254774917|72547799999|7254784920|72547899999|7254864906|72548699999|72549094933|72549099999|7254964976|72549699999|72549894998|72549899999,Calhoun County
TX,48369,720393129|72039399999|9999993054,Parmer County
LA,22025,72248713935|72282199999|74754013934|74754093915|74754099999|99999913935|99999993915,Catahoula Parish
KS,20013,72456713921,Brown County
NV,32033,72486023154|99999923154|99999953138,White Pine County
MT,30095,72677024033|99999924033,Stillwater County
IL,17079,72031963841|72031999999|72033063853|72033099999|72531753802|72531799999|72534213809|72534299999|74465653891|74465699999|74465853889|74465899999|74465953822|74465999999|74466199999|74907599999|99999993816,Jasper County
CO,8019,72026294076|72026299999|720385419|72038599999|720533160|720534161|72053499999|72053699999|720538164|7220613038|72206199999|72466693067|72466699999|72467199999|72467393009|72467399999|72467999999|72469023062|72469099999|72469523036|72469599999|72469699999|7246993065|72469999999|726396422|72639699999|99999923012|99999923036|99999923062|99999993032|99999994075|A0000594076,Clear Creek County
KS,20159,72043199999|72043299999|72078199999|72450613986|72450699999|72451713940|72451799999|72458593997|7245863919|72458613922|9999993877|9999993919|99999913986|99999993905|99999993997,Rice County
ND,38055,720866292|72101199999|72101299999|72101399999|72101499999|72101599999|72101699999|72101799999|72101899999|72765099999|72767624013|72767794041|72767799999|99999924013|99999994041,McLean County
OK,40011,72034253947|72034299999|72035613999|72035853999|720628215|72062899999|722368364|72236899999|72353513909|72353599999|72353653986|7235443954|72354499999|99999913999,Blaine County
IA,19091,72064354940|72064399999|7254574904|72545799999|7254584907|72545899999|7254784920|72547899999|72549094933|72549099999,Humboldt County
SC,45065,720596189|720597190|720601193|72312453874|72312499999|72312593846|72319093846|99820599999|99999993846,McCormick County
AZ,4011,72274699999|72274793084|72274799999,Greenlee County
MO,29185,72048799999|720636222|72063699999|72446713930|72446799999|99999913930|99999993995,St. Clair County
MT,30001,72676699999|72679624138|72679999999|72770024138|9999994137|99999924138,Beaverhead County
NC,37103,69832499999|72093699999|72303793765|72303799999|72305099999|72306513783|72306599999|72306613713|72306699999|72306793726|72306799999|72306993753|72306999999|72309013754|72309499999|72309593719|72309693727|72309793743|7469253741|74692599999|7469293702|74692999999|7469403708|74694099999|74906999999|99497599999|99743399999|99999913713|99999913754|99999993719|99999993726|99999993727|99999993743|99999993776,Jones County
MO,29085,72047799999|72048799999|720636222|72063699999|720949329|72440013995|72445953931|72445999999|99999913995,Hickory County
NE,31033,72097999999|72098199999|72098399999|72098499999|72098599999|72098699999|72098899999|72561024030|72561099999|72563024030|72566594073|72566599999|99999924030,Cheyenne County
NE,31179,72224154925|72224199999|72556014941|74445099999|99999914941,Wayne County
MN,27133,72036854924|72200654926|72200699999|7265664965|72656699999|72658794927|72658799999,Rock County
IA,19039,72070154942|72070199999|72546014933|7254664938|72546699999|7254694913|72546999999|7254744915|72547499999|7254934962|72549399999|72549994991|72549999999|99999914933|99999914993|99999954902,Clarke County
GA,13155,720392128|72039299999|720712250|720962337|72096299999|721033350|721035352|72206263842|72206299999|72213513870|72214753817|72214799999|72316013870|74781013857|74781099999|99999913815|99999913870,Irwin County
AK,2185,70162026508|70162099999,North Slope Borough
TX,48429,72031853965|72031899999|720578176|72057899999|72259793985|72334899999|74901999999|9999993943|9999993944,Stephens County
MN,27089,7274524912|72745299999|7274774970|72747799999|7274784934|72747899999|72755594956|72755599999|9999994994,Marshall County
MN,27151,72036754927|72036799999|720386125|72038699999|72065899999|7220334999|72203399999|7221684960|72216899999|72225254923|72646654917|72646699999|72654399999|7265474931|72654799999|7265534951|72655399999|72655714910|7265654948|72656599999|72657614928|72657699999|7274664918|72746699999|72750754904|72750799999|7275154982|72751599999|99999914910|99999914928,Swift County
KS,20151,72043199999|72451713940|72451799999|7245203957|74543093978|74543099999|99999913980|99999993905,Pratt County
SD,46023,72652099999|72654594950|72654599999,Charles Mix County
IA,19063,72064399999|7254574904|72545799999|72649994971|72649999999|72650014972|72650099999,Emmet County
MI,26119,69026099999|7203214893|72032199999|7220934878|72209399999|7221454884|72214599999|72288899999|7254074854|72540799999|72634099999|72639094849|72639399999|72639899999|72734714841|72741754825|72741799999|99406199999|99406399999|99406499999|99707999999|99735999999|9999994854|99999914814|99999914841|99999954854|99999994849,Montmorency County
TX,48043,7201513049|72015199999|72057999999|99999922016,Brewster County
ID,16009,72681724154|72681799999|72783424136|72783499999|72783699999,Benewah County
NE,31081,72551214989|72551299999|7255134901|72551399999|72552014935|72552594949|72552599999|74911099999|74911199999|74911299999|99999914935,Hamilton County
KY,21149,72044399999|72045399999|72423753803|72423799999|72423853886|72423899999|74907799999|999999421,McLean County
IA,19089,72546314966|72546399999|7254764916|72547699999|7254884955|72548899999,Howard County
KY,21139,720447437|7243503816|7467153816|74907799999|9999993816,Livingston County
MN,27117,72036854924|72200654926|72200699999|72225254923|72234254931|72234299999|72655994976|72655999999|7265664965|72656699999|72658794927|72658799999,Pipestone County
MT,30023,72678524135|72679124135|72772599999|72773524139|72773599999|72774024135|99999924135|99999924139,Deer Lodge County
MO,29153,720616207|72348099999|72348453901|72348499999,Ozark County
AL,1105,72226613850|72226699999|72228693806|72228699999|7222903881|72229099999|72230053864|72230099999|72637899999|9999993881|99999963858|99999963891|99999963893|99999963897|99999973801|99999993806|A51255445,Perry County
